node_id,aar,sesong,del,oppgavenummer,url
vurdere-e-felt-fra-figur,2025,høst,1,1h,
kraft-og-akselerasjon-pa-ladning-i-e-felt,2025,høst,1,1h,
vurdere-e-felt-fra-figur,2025,høst,1,1i,
likevekt-med-elektrisk-og-gravitasjonskraft,2025,høst,1,1j,
vurdere-magnetfelt-fra-figur,2025,høst,1,1k,
bestemme-magnetfelt-fra-flere-ledere,2025,høst,1,1k,
bestemme-lorentzkraft-retning-og-storrelse,2025,høst,1,1l,
kraft-pa-strom-forende-leder-i-felt,2025,høst,1,1m,
bestemme-retning-pa-indusert-strom,2025,høst,1,1n,
bestemme-retning-pa-indusert-strom,2025,høst,1,1o,
postulater-spesiell-relativitet,2025,høst,1,1p,
lengdekontraksjon,2025,høst,1,1q,
vurdere-hva-observatorer-maler,2025,høst,1,1q,
fotoelektrisk-effekt-begrep,2025,høst,1,1r,
beregne-storrelser-i-comptonstot,2025,høst,1,1s,
de-broglie-bolgelengde,2025,høst,1,1t,
usikkerhet-sammensatte-storrelser,2024,vår,1,1a,
frilegemediagram,2024,vår,1,1b,
skratt-kast-uten-luftmotstand,2024,vår,1,1c,
vertikal-sirkelbevegelse-topp-og-bunn,2024,vår,1,1d,
mekanisk-energibevaring-repetisjon,2024,vår,1,1d,
gravitasjonsfeltstyrke,2024,vår,1,1e,
numerisk-simulering-av-bane-i-gravitasjonsfelt,2024,vår,1,1f,
fullfore-ufullstendig-kode,2024,vår,1,1f,
satellittbane-sirkelbane,2024,vår,1,1g,
coulombs-lov,2024,vår,1,1h,
fullfore-ufullstendig-kode,2024,vår,1,1h,
vurdere-e-felt-fra-figur,2024,vår,1,1i,
bestemme-magnetfelt-fra-flere-ledere,2024,vår,1,1j,
bestemme-lorentzkraft-retning-og-storrelse,2024,vår,1,1k,
sirkelbevegelse-i-magnetfelt,2024,vår,1,1l,
krysningsfelt-rettlinjet-bevegelse,2024,vår,1,1m,
transformator-begrep,2024,vår,1,1n,
lengdekontraksjon,2024,vår,1,1o,
gravitasjonell-tidsdilatasjon,2024,vår,1,1p,
fotoelektrisk-effekt-begrep,2024,vår,1,1q,
de-broglie-bolgelengde,2024,vår,1,1r,
tolke-bolgefunksjon-grafisk,2024,vår,1,1s,
heisenbergs-uskarphetsrelasjon,2024,vår,1,1t,
luftmotstand-begrep,2024,høst,1,1a,
skratt-kast-uten-luftmotstand,2024,høst,1,1b,
frilegemediagram,2024,høst,1,1c,
friksjon-og-skraplan,2024,høst,1,1d,
frilegemediagram,2024,høst,1,1e,
vertikal-sirkelbevegelse-vilkarlig-punkt,2024,høst,1,1f,
vertikal-sirkelbevegelse-vilkarlig-punkt,2024,høst,1,1g,
energibevaring-i-sentralfelt,2024,høst,1,1h,
kraft-og-akselerasjon-pa-ladning-i-e-felt,2024,høst,1,1i,
likevekt-med-elektrisk-og-gravitasjonskraft,2024,høst,1,1j,
fullfore-ufullstendig-kode,2024,høst,1,1k,
coulombs-lov,2024,høst,1,1k,
tolke-graf-fra-forsok,2024,høst,1,1l,
kraft-pa-strom-forende-leder-i-felt,2024,høst,1,1m,
sirkelbevegelse-i-magnetfelt,2024,høst,1,1n,
bestemme-retning-pa-indusert-strom,2024,høst,1,1o,
treghetssystem-begrep,2024,høst,1,1p,
lengdekontraksjon,2024,høst,1,1q,
tidsdilatasjon,2024,høst,1,1r,
gravitasjonell-rodforskyvning,2024,høst,1,1s,
heisenbergs-uskarphetsrelasjon,2024,høst,1,1t,
kraft-pa-strom-forende-leder-i-felt,2025,høst,1,2a,
frilegemediagram,2025,høst,1,2a,
ekvivalensprinsippet,2025,høst,1,2b,
gravitasjonell-rodforskyvning,2025,høst,1,2c,
vertikal-sirkelbevegelse-topp-og-bunn,2025,høst,1,2d,
mekanisk-energibevaring-repetisjon,2025,høst,1,2d,
vertikal-sirkelbevegelse-vilkarlig-punkt,2025,høst,1,2d,
skratt-kast-uten-luftmotstand,2025,høst,2,3a,
skratt-kast-uten-luftmotstand,2025,høst,2,3b,
sammenligne-forsoksdata-med-luftmotstandsmodell,2025,høst,2,3c,
sammenligne-forsoksdata-med-luftmotstandsmodell,2025,høst,2,3d,
sammenligne-klassisk-og-relativistisk-fart,2025,høst,2,4a,
beregne-de-broglie-bolgelengde,2025,høst,2,4b,
beregne-uskarphet-i-posisjon-eller-bevegelsesmengde,2025,høst,2,4c,
beregne-g-for-himmellegeme,2025,høst,2,5a,
energibevaring-i-sentralfelt,2025,høst,2,5b,
numerisk-simulering-av-bane-i-gravitasjonsfelt,2025,høst,2,5c,
kombinere-flere-gravitasjonsfelt,2025,høst,2,5c,
avboyning-av-ladning-i-e-felt-som-kast,2025,høst,2,6a,
avboyning-av-ladning-i-e-felt-som-kast,2025,høst,2,6b,
krysningsfelt-rettlinjet-bevegelse,2025,høst,2,6c,
